entity_id,product,product_status,price_convert,quantity_convert
209380,RUNE100-20241129-600P,tradeable,2,4
209381,RUNE100-20241129-800C,tradeable,2,4
209382,RUNE100-20241129-800P,tradeable,2,4
209383,RUNE100-20241129-1000C,tradeable,2,4
209384,RUNE100-20241129-1000P,tradeable,2,4
209585,PAXG-20241025-1000.00P,tradeable,4,4
209586,PAXG-20241025-1500.00C,tradeable,4,4
209587,PAXG-20241025-1500.00P,tradeable,4,4
209588,PAXG-20241025-2000.00C,tradeable,4,4
209589,PAXG-20241025-2000.00P,tradeable,4,4
209590,PAXG-20241025-2200.00C,tradeable,4,4
209591,PAXG-20241025-2200.00P,tradeable,4,4
209592,PAXG-20241025-2300.00C,tradeable,4,4
209593,PAXG-20241025-2300.00P,tradeable,4,4
209594,PAXG-20241025-2400.00C,tradeable,4,4
209595,PAXG-20241025-2400.00P,tradeable,4,4
209596,PAXG-20241025-2500.00C,tradeable,4,4
209597,PAXG-20241025-2500.00P,tradeable,4,4
209598,PAXG-20241025-2600.00C,tradeable,4,4
209599,PAXG-20241025-2600.00P,tradeable,4,4
209600,PAXG-20241025-2700.00C,tradeable,4,4
209601,PAXG-20241025-2700.00P,tradeable,4,4
209602,PAXG-20241025-2800.00C,tradeable,4,4
209603,PAXG-20241025-2800.00P,tradeable,4,4
209604,PAXG-20241025-3000.00C,tradeable,4,4
209605,PAXG-20241025-3000.00P,tradeable,4,4
209606,PAXG-20241025-3500.00C,tradeable,4,4
209607,PAXG-20241025-3500.00P,tradeable,4,4
209608,PAXG-20241025-4000.00C,tradeable,4,4
209609,PAXG-20241025-4000.00P,tradeable,4,4
209610,PAXG-20241025-5000.00C,tradeable,4,4
209611,PAXG-20241025-5000.00P,tradeable,4,4
209612,PAXG-20241025-6000.00C,tradeable,4,4
209613,PAXG-20241025-6000.00P,tradeable,4,4
209614,PAXG-20241129-1000.00C,tradeable,4,4
209615,PAXG-20241129-1000.00P,tradeable,4,4
209616,PAXG-20241129-1500.00C,tradeable,4,4
209617,PAXG-20241129-1500.00P,tradeable,4,4
209618,PAXG-20241129-2000.00C,tradeable,4,4
209619,PAXG-20241129-2000.00P,tradeable,4,4
209620,PAXG-20241129-2200.00C,tradeable,4,4
209621,PAXG-20241129-2200.00P,tradeable,4,4
209622,PAXG-20241129-2300.00C,tradeable,4,4
209623,PAXG-20241129-2300.00P,tradeable,4,4
209624,PAXG-20241129-2400.00C,tradeable,4,4
209625,PAXG-20241129-2400.00P,tradeable,4,4
209626,PAXG-20241129-2500.00C,tradeable,4,4
209627,PAXG-20241129-2500.00P,tradeable,4,4
209628,PAXG-20241129-2600.00C,tradeable,4,4
209629,PAXG-20241129-2600.00P,tradeable,4,4
209630,PAXG-20241129-2700.00C,tradeable,4,4
209631,PAXG-20241129-2700.00P,tradeable,4,4
209632,PAXG-20241129-2800.00C,tradeable,4,4
209633,PAXG-20241129-2800.00P,tradeable,4,4
209634,PAXG-20241129-3000.00C,tradeable,4,4
209635,PAXG-20241129-3000.00P,tradeable,4,4
209636,PAXG-20241129-3500.00C,tradeable,4,4
209637,PAXG-20241129-3500.00P,tradeable,4,4
209638,PAXG-20241129-4000.00C,tradeable,4,4
209639,PAXG-20241129-4000.00P,tradeable,4,4
209640,PAXG-20241129-5000.00C,tradeable,4,4
209641,PAXG-20241129-5000.00P,tradeable,4,4
209642,PAXG-20241129-6000.00C,tradeable,4,4
209643,PAXG-20241129-6000.00P,tradeable,4,4
209644,PAXG-USD-INDEX,display_only,4,2
209645,PAXG-USD,non_tradeable,4,4
209646,USDM-USD-INDEX,display_only,6,2
209647,USDM-USD,non_tradeable,6,4
209814,FLOKI1000000-20241025-50C,tradeable,2,4
209815,FLOKI1000000-20241025-50P,tradeable,2,4
209816,FLOKI1000000-20241025-80C,tradeable,2,4
209817,FLOKI1000000-20241025-80P,tradeable,2,4
209818,FLOKI1000000-20241025-100C,tradeable,2,4
209819,FLOKI1000000-20241025-100P,tradeable,2,4
209820,FLOKI1000000-20241025-110C,tradeable,2,4
209821,FLOKI1000000-20241025-110P,tradeable,2,4
209822,FLOKI1000000-20241025-120C,tradeable,2,4
209823,FLOKI1000000-20241025-120P,tradeable,2,4
209824,FLOKI1000000-20241025-130C,tradeable,2,4
209825,FLOKI1000000-20241025-130P,tradeable,2,4
209826,FLOKI1000000-20241025-140C,tradeable,2,4
209827,FLOKI1000000-20241025-140P,tradeable,2,4
209828,FLOKI1000000-20241025-150C,tradeable,2,4
209829,FLOKI1000000-20241025-150P,tradeable,2,4
209830,FLOKI1000000-20241025-160C,tradeable,2,4
209831,FLOKI1000000-20241025-160P,tradeable,2,4
209832,FLOKI1000000-20241025-180C,tradeable,2,4
209833,FLOKI1000000-20241025-180P,tradeable,2,4
209834,FLOKI1000000-20241025-200C,tradeable,2,4
209835,FLOKI1000000-20241025-200P,tradeable,2,4
209836,FLOKI1000000-20241025-250C,tradeable,2,4
209837,FLOKI1000000-20241025-250P,tradeable,2,4
209838,FLOKI1000000-20241025-300C,tradeable,2,4
209839,FLOKI1000000-20241025-300P,tradeable,2,4
209840,FLOKI1000000-20241129-50C,tradeable,2,4
209841,FLOKI1000000-20241129-50P,tradeable,2,4
209842,FLOKI1000000-20241129-80C,tradeable,2,4
209843,FLOKI1000000-20241129-80P,tradeable,2,4
209844,FLOKI1000000-20241129-100C,tradeable,2,4
209845,FLOKI1000000-20241129-100P,tradeable,2,4
209846,FLOKI1000000-20241129-110C,tradeable,2,4
209847,FLOKI1000000-20241129-110P,tradeable,2,4
209848,FLOKI1000000-20241129-120C,tradeable,2,4
209849,FLOKI1000000-20241129-120P,tradeable,2,4
209850,FLOKI1000000-20241129-130C,tradeable,2,4
209851,FLOKI1000000-20241129-130P,tradeable,2,4
209852,FLOKI1000000-20241129-140C,tradeable,2,4
209853,FLOKI1000000-20241129-140P,tradeable,2,4
209854,FLOKI1000000-20241129-150C,tradeable,2,4
209855,FLOKI1000000-20241129-150P,tradeable,2,4
209856,FLOKI1000000-20241129-160C,tradeable,2,4
209857,FLOKI1000000-20241129-160P,tradeable,2,4
209858,FLOKI1000000-20241129-180C,tradeable,2,4
209859,FLOKI1000000-20241129-180P,tradeable,2,4
209860,FLOKI1000000-20241129-200C,tradeable,2,4
209861,FLOKI1000000-20241129-200P,tradeable,2,4
209862,FLOKI1000000-20241129-250C,tradeable,2,4
209863,FLOKI1000000-20241129-250P,tradeable,2,4
209864,FLOKI1000000-20241129-300C,tradeable,2,4
209865,FLOKI1000000-20241129-300P,tradeable,2,4
209866,FLOKI1000000-USD-INDEX,display_only,2,2
209867,FLOKI1000000-USD,non_tradeable,2,4
209868,FLOKI1000000-USD-PERPETUAL,tradeable,2,4
210057,PENDLE1000-20241025-1000C,tradeable,2,4
210058,PENDLE1000-20241025-1000P,tradeable,2,4
210059,PENDLE1000-20241025-2000C,tradeable,2,4
210060,PENDLE1000-20241025-2000P,tradeable,2,4
210061,PENDLE1000-20241025-2400C,tradeable,2,4
210062,PENDLE1000-20241025-2400P,tradeable,2,4
210063,PENDLE1000-20241025-2500C,tradeable,2,4
210064,PENDLE1000-20241025-2500P,tradeable,2,4
210065,PENDLE1000-20241025-2600C,tradeable,2,4
210066,PENDLE1000-20241025-2600P,tradeable,2,4
210067,PENDLE1000-20241025-2800C,tradeable,2,4
210068,PENDLE1000-20241025-2800P,tradeable,2,4
210069,PENDLE1000-20241025-3000C,tradeable,2,4
210070,PENDLE1000-20241025-3000P,tradeable,2,4
210071,PENDLE1000-20241025-3200C,tradeable,2,4
210072,PENDLE1000-20241025-3200P,tradeable,2,4
210073,PENDLE1000-20241025-3400C,tradeable,2,4
210074,PENDLE1000-20241025-3400P,tradeable,2,4
210075,PENDLE1000-20241025-3500C,tradeable,2,4
210076,PENDLE1000-20241025-3500P,tradeable,2,4
210077,PENDLE1000-20241025-4000C,tradeable,2,4
210078,PENDLE1000-20241025-4000P,tradeable,2,4
210079,PENDLE1000-20241025-5000C,tradeable,2,4
210080,PENDLE1000-20241025-5000P,tradeable,2,4
210081,PENDLE1000-20241025-6000C,tradeable,2,4
210082,PENDLE1000-20241025-6000P,tradeable,2,4
210083,PENDLE1000-20241025-8000C,tradeable,2,4
210084,PENDLE1000-20241025-8000P,tradeable,2,4
210085,PENDLE1000-20241129-1000C,tradeable,2,4
210086,PENDLE1000-20241129-1000P,tradeable,2,4
210087,PENDLE1000-20241129-2000C,tradeable,2,4
210088,PENDLE1000-20241129-2000P,tradeable,2,4
210089,PENDLE1000-20241129-2400C,tradeable,2,4
210090,PENDLE1000-20241129-2400P,tradeable,2,4
210091,PENDLE1000-20241129-2500C,tradeable,2,4
210092,PENDLE1000-20241129-2500P,tradeable,2,4
210093,PENDLE1000-20241129-2600C,tradeable,2,4
210094,PENDLE1000-20241129-2600P,tradeable,2,4
210095,PENDLE1000-20241129-2800C,tradeable,2,4
210096,PENDLE1000-20241129-2800P,tradeable,2,4
210097,PENDLE1000-20241129-3000C,tradeable,2,4
210098,PENDLE1000-20241129-3000P,tradeable,2,4
210099,PENDLE1000-20241129-3200C,tradeable,2,4
210100,PENDLE1000-20241129-3200P,tradeable,2,4
210101,PENDLE1000-20241129-3400C,tradeable,2,4
210102,PENDLE1000-20241129-3400P,tradeable,2,4
210103,PENDLE1000-20241129-3500C,tradeable,2,4
210104,PENDLE1000-20241129-3500P,tradeable,2,4
210105,PENDLE1000-20241129-4000C,tradeable,2,4
210106,PENDLE1000-20241129-4000P,tradeable,2,4
210107,PENDLE1000-20241129-5000C,tradeable,2,4
210108,PENDLE1000-20241129-5000P,tradeable,2,4
210109,PENDLE1000-20241129-6000C,tradeable,2,4
210110,PENDLE1000-20241129-6000P,tradeable,2,4
210111,PENDLE1000-20241129-8000C,tradeable,2,4
210112,PENDLE1000-20241129-8000P,tradeable,2,4
210113,PENDLE1000-USD-INDEX,display_only,2,2
210114,PENDLE1000-USD,non_tradeable,2,4
210115,PENDLE1000-USD-PERPETUAL,tradeable,2,4
210310,TRUMP1000-20241025-2000C,tradeable,2,4
210311,TRUMP1000-20241025-2000P,tradeable,2,4
210312,TRUMP1000-20241025-2500C,tradeable,2,4
210313,TRUMP1000-20241025-2500P,tradeable,2,4
210314,TRUMP1000-20241025-2800C,tradeable,2,4
210315,TRUMP1000-20241025-2800P,tradeable,2,4
210316,TRUMP1000-20241025-3000C,tradeable,2,4
210317,TRUMP1000-20241025-3000P,tradeable,2,4
210318,TRUMP1000-20241025-3200C,tradeable,2,4
210319,TRUMP1000-20241025-3200P,tradeable,2,4
210320,TRUMP1000-20241025-3400C,tradeable,2,4
210321,TRUMP1000-20241025-3400P,tradeable,2,4
210322,TRUMP1000-20241025-3500C,tradeable,2,4
210323,TRUMP1000-20241025-3500P,tradeable,2,4
210324,TRUMP1000-20241025-3600C,tradeable,2,4
210325,TRUMP1000-20241025-3600P,tradeable,2,4
210326,TRUMP1000-20241025-3800C,tradeable,2,4
210327,TRUMP1000-20241025-3800P,tradeable,2,4
210328,TRUMP1000-20241025-4000C,tradeable,2,4
210329,TRUMP1000-20241025-4000P,tradeable,2,4
210330,TRUMP1000-20241025-4500C,tradeable,2,4
210331,TRUMP1000-20241025-4500P,tradeable,2,4
210332,TRUMP1000-20241025-5000C,tradeable,2,4
210333,TRUMP1000-20241025-5000P,tradeable,2,4
210334,TRUMP1000-20241025-6000C,tradeable,2,4
210335,TRUMP1000-20241025-6000P,tradeable,2,4
210336,TRUMP1000-20241025-8000C,tradeable,2,4
210337,TRUMP1000-20241025-8000P,tradeable,2,4
210338,TRUMP1000-20241129-2000C,tradeable,2,4
210339,TRUMP1000-20241129-2000P,tradeable,2,4
210340,TRUMP1000-20241129-2500C,tradeable,2,4
210341,TRUMP1000-20241129-2500P,tradeable,2,4
210342,TRUMP1000-20241129-2800C,tradeable,2,4
210343,TRUMP1000-20241129-2800P,tradeable,2,4
210344,TRUMP1000-20241129-3000C,tradeable,2,4
210345,TRUMP1000-20241129-3000P,tradeable,2,4
210346,TRUMP1000-20241129-3200C,tradeable,2,4
210347,TRUMP1000-20241129-3200P,tradeable,2,4
210348,TRUMP1000-20241129-3400C,tradeable,2,4
210349,TRUMP1000-20241129-3400P,tradeable,2,4
210350,TRUMP1000-20241129-3500C,tradeable,2,4
210351,TRUMP1000-20241129-3500P,tradeable,2,4
210352,TRUMP1000-20241129-3600C,tradeable,2,4
210353,TRUMP1000-20241129-3600P,tradeable,2,4
210354,TRUMP1000-20241129-3800C,tradeable,2,4
210355,TRUMP1000-20241129-3800P,tradeable,2,4
210356,TRUMP1000-20241129-4000C,tradeable,2,4
210357,TRUMP1000-20241129-4000P,tradeable,2,4
210358,TRUMP1000-20241129-4500C,tradeable,2,4
210359,TRUMP1000-20241129-4500P,tradeable,2,4
210360,TRUMP1000-20241129-5000C,tradeable,2,4
210361,TRUMP1000-20241129-5000P,tradeable,2,4
210362,TRUMP1000-20241129-6000C,tradeable,2,4
210363,TRUMP1000-20241129-6000P,tradeable,2,4
210364,TRUMP1000-20241129-8000C,tradeable,2,4
210365,TRUMP1000-20241129-8000P,tradeable,2,4
210366,TRUMP1000-USD,non_tradeable,2,4
210367,TRUMP1000-USD-PERPETUAL,tradeable,2,4
210368,ONDO1000-USD-INDEX,display_only,3,2
210369,ONDO1000-USD,non_tradeable,3,4
210370,ONDO1000-USD-PERPETUAL,tradeable,3,4
210573,ONDO1000-20241025-400.0C,tradeable,3,4
210574,ONDO1000-20241025-400.0P,tradeable,3,4
210575,ONDO1000-20241025-500.0C,tradeable,3,4
210576,ONDO1000-20241025-500.0P,tradeable,3,4
210577,ONDO1000-20241025-550.0C,tradeable,3,4
210578,ONDO1000-20241025-550.0P,tradeable,3,4
210579,ONDO1000-20241025-560.0C,tradeable,3,4
210580,ONDO1000-20241025-560.0P,tradeable,3,4
210581,ONDO1000-20241025-580.0C,tradeable,3,4
210582,ONDO1000-20241025-580.0P,tradeable,3,4
210583,ONDO1000-20241025-600.0C,tradeable,3,4
210584,ONDO1000-20241025-600.0P,tradeable,3,4
210585,ONDO1000-20241025-620.0C,tradeable,3,4
210586,ONDO1000-20241025-620.0P,tradeable,3,4
210587,ONDO1000-20241025-640.0C,tradeable,3,4
210588,ONDO1000-20241025-640.0P,tradeable,3,4
210589,ONDO1000-20241025-650.0C,tradeable,3,4
210590,ONDO1000-20241025-650.0P,tradeable,3,4
210591,ONDO1000-20241025-700.0C,tradeable,3,4
210592,ONDO1000-20241025-700.0P,tradeable,3,4
210593,ONDO1000-20241025-800.0C,tradeable,3,4
210594,ONDO1000-20241025-800.0P,tradeable,3,4
210595,ONDO1000-20241025-1000.0C,tradeable,3,4
210596,ONDO1000-20241025-1000.0P,tradeable,3,4
210597,ONDO1000-20241025-1200.0C,tradeable,3,4
210598,ONDO1000-20241025-1200.0P,tradeable,3,4
210599,ONDO1000-20241025-1500.0C,tradeable,3,4
210600,ONDO1000-20241025-1500.0P,tradeable,3,4
210601,ONDO1000-20241129-400.0C,tradeable,3,4
210602,ONDO1000-20241129-400.0P,tradeable,3,4
210603,ONDO1000-20241129-500.0C,tradeable,3,4
210604,ONDO1000-20241129-500.0P,tradeable,3,4
210605,ONDO1000-20241129-550.0C,tradeable,3,4
210606,ONDO1000-20241129-550.0P,tradeable,3,4
210607,ONDO1000-20241129-560.0C,tradeable,3,4
210608,ONDO1000-20241129-560.0P,tradeable,3,4
210609,ONDO1000-20241129-580.0C,tradeable,3,4
210610,ONDO1000-20241129-580.0P,tradeable,3,4
210611,ONDO1000-20241129-600.0C,tradeable,3,4
210612,ONDO1000-20241129-600.0P,tradeable,3,4
210613,ONDO1000-20241129-620.0C,tradeable,3,4
210614,ONDO1000-20241129-620.0P,tradeable,3,4
210615,ONDO1000-20241129-640.0C,tradeable,3,4
210616,ONDO1000-20241129-640.0P,tradeable,3,4
210617,ONDO1000-20241129-650.0C,tradeable,3,4
210618,ONDO1000-20241129-650.0P,tradeable,3,4
210619,ONDO1000-20241129-700.0C,tradeable,3,4
210620,ONDO1000-20241129-700.0P,tradeable,3,4
210621,ONDO1000-20241129-800.0C,tradeable,3,4
210622,ONDO1000-20241129-800.0P,tradeable,3,4
210623,ONDO1000-20241129-1000.0C,tradeable,3,4
210624,ONDO1000-20241129-1000.0P,tradeable,3,4
210625,ONDO1000-20241129-1200.0C,tradeable,3,4
210626,ONDO1000-20241129-1200.0P,tradeable,3,4
210627,ONDO1000-20241129-1500.0C,tradeable,3,4
210628,ONDO1000-20241129-1500.0P,tradeable,3,4
210639,PAXG-USD-PERPETUAL,tradeable,4,4
210640,ICP100-20241025-400C,tradeable,2,4
210641,KAMA100000-USD-INDEX,display_only,3,2
210642,KAMA100000-USD,non_tradeable,3,4
210643,KAMA100000-USD-PERPETUAL,tradeable,3,4
210868,KAMA100000-20241025-400.0C,tradeable,3,4
210869,KAMA100000-20241025-400.0P,tradeable,3,4
210870,KAMA100000-20241025-500.0C,tradeable,3,4
210871,KAMA100000-20241025-500.0P,tradeable,3,4
210872,KAMA100000-20241025-600.0C,tradeable,3,4
210873,KAMA100000-20241025-600.0P,tradeable,3,4
210874,KAMA100000-20241025-700.0C,tradeable,3,4
210875,KAMA100000-20241025-700.0P,tradeable,3,4
210876,KAMA100000-20241025-750.0C,tradeable,3,4
210877,KAMA100000-20241025-750.0P,tradeable,3,4
210878,KAMA100000-20241025-800.0C,tradeable,3,4
210879,KAMA100000-20241025-800.0P,tradeable,3,4
210880,KAMA100000-20241025-850.0C,tradeable,3,4
210881,KAMA100000-20241025-850.0P,tradeable,3,4
210882,KAMA100000-20241025-900.0C,tradeable,3,4
210883,KAMA100000-20241025-900.0P,tradeable,3,4
210884,KAMA100000-20241025-950.0C,tradeable,3,4
210885,KAMA100000-20241025-950.0P,tradeable,3,4
210886,KAMA100000-20241025-1000.0C,tradeable,3,4
210887,KAMA100000-20241025-1000.0P,tradeable,3,4
210888,KAMA100000-20241025-1200.0C,tradeable,3,4
210889,KAMA100000-20241025-1200.0P,tradeable,3,4
210890,KAMA100000-20241025-1400.0C,tradeable,3,4
210891,KAMA100000-20241025-1400.0P,tradeable,3,4
210892,KAMA100000-20241025-1500.0C,tradeable,3,4
210893,KAMA100000-20241025-1500.0P,tradeable,3,4
210894,KAMA100000-20241025-2000.0C,tradeable,3,4
210895,KAMA100000-20241025-2000.0P,tradeable,3,4
210896,KAMA100000-20241129-400.0C,tradeable,3,4
210897,KAMA100000-20241129-400.0P,tradeable,3,4
210898,KAMA100000-20241129-500.0C,tradeable,3,4
210899,KAMA100000-20241129-500.0P,tradeable,3,4
210900,KAMA100000-20241129-600.0C,tradeable,3,4
210901,KAMA100000-20241129-600.0P,tradeable,3,4
210902,KAMA100000-20241129-700.0C,tradeable,3,4
210903,KAMA100000-20241129-700.0P,tradeable,3,4
210904,KAMA100000-20241129-750.0C,tradeable,3,4
210905,KAMA100000-20241129-750.0P,tradeable,3,4
210906,KAMA100000-20241129-800.0C,tradeable,3,4
210907,KAMA100000-20241129-800.0P,tradeable,3,4
210908,KAMA100000-20241129-850.0C,tradeable,3,4
210909,KAMA100000-20241129-850.0P,tradeable,3,4
210910,KAMA100000-20241129-900.0C,tradeable,3,4
210911,KAMA100000-20241129-900.0P,tradeable,3,4
210912,KAMA100000-20241129-950.0C,tradeable,3,4
210913,KAMA100000-20241129-950.0P,tradeable,3,4
210914,KAMA100000-20241129-1000.0C,tradeable,3,4
210915,KAMA100000-20241129-1000.0P,tradeable,3,4
210916,KAMA100000-20241129-1200.0C,tradeable,3,4
210917,KAMA100000-20241129-1200.0P,tradeable,3,4
210918,KAMA100000-20241129-1400.0C,tradeable,3,4
210919,KAMA100000-20241129-1400.0P,tradeable,3,4
210920,KAMA100000-20241129-1500.0C,tradeable,3,4
210921,KAMA100000-20241129-1500.0P,tradeable,3,4
210922,KAMA100000-20241129-2000.0C,tradeable,3,4
210923,KAMA100000-20241129-2000.0P,tradeable,3,4
210924,ICP100-USD-INDEX,display_only,2,2
210925,ICP100-USD,non_tradeable,2,4
210926,ICP100-USD-PERPETUAL,tradeable,2,4
211143,ICP100-20241025-400P,tradeable,2,4
211144,ICP100-20241025-500C,tradeable,2,4
211145,ICP100-20241025-500P,tradeable,2,4
211146,ICP100-20241025-600C,tradeable,2,4
211147,ICP100-20241025-600P,tradeable,2,4
211148,ICP100-20241025-650C,tradeable,2,4
211149,ICP100-20241025-650P,tradeable,2,4
211150,ICP100-20241025-700C,tradeable,2,4
211151,ICP100-20241025-700P,tradeable,2,4
211152,ICP100-20241025-750C,tradeable,2,4
211153,ICP100-20241025-750P,tradeable,2,4
211154,ICP100-20241025-800C,tradeable,2,4
211155,ICP100-20241025-800P,tradeable,2,4
211156,ICP100-20241025-850C,tradeable,2,4
211157,ICP100-20241025-850P,tradeable,2,4
211158,ICP100-20241025-900C,tradeable,2,4
211159,ICP100-20241025-900P,tradeable,2,4
211160,ICP100-20241025-1000C,tradeable,2,4
211161,ICP100-20241025-1000P,tradeable,2,4
211162,ICP100-20241025-1200C,tradeable,2,4
211163,ICP100-20241025-1200P,tradeable,2,4
211164,ICP100-20241025-1500C,tradeable,2,4
211165,ICP100-20241025-1500P,tradeable,2,4
211166,ICP100-20241025-2000C,tradeable,2,4
211167,ICP100-20241025-2000P,tradeable,2,4
211168,ICP100-20241129-400C,tradeable,2,4
211169,ICP100-20241129-400P,tradeable,2,4
211170,ICP100-20241129-500C,tradeable,2,4
211171,ICP100-20241129-500P,tradeable,2,4
211172,ICP100-20241129-600C,tradeable,2,4
211173,ICP100-20241129-600P,tradeable,2,4
211174,ICP100-20241129-650C,tradeable,2,4
211175,ICP100-20241129-650P,tradeable,2,4
211176,ICP100-20241129-700C,tradeable,2,4
211177,ICP100-20241129-700P,tradeable,2,4
211178,ICP100-20241129-750C,tradeable,2,4
211179,ICP100-20241129-750P,tradeable,2,4
211180,ICP100-20241129-800C,tradeable,2,4
211181,ICP100-20241129-800P,tradeable,2,4
211182,ICP100-20241129-850C,tradeable,2,4
211183,ICP100-20241129-850P,tradeable,2,4
211184,ICP100-20241129-900C,tradeable,2,4
211185,ICP100-20241129-900P,tradeable,2,4
211186,ICP100-20241129-1000C,tradeable,2,4
211187,ICP100-20241129-1000P,tradeable,2,4
211188,ICP100-20241129-1200C,tradeable,2,4
211189,ICP100-20241129-1200P,tradeable,2,4
211190,ICP100-20241129-1500C,tradeable,2,4
211191,ICP100-20241129-1500P,tradeable,2,4
211192,ICP100-20241129-2000C,tradeable,2,4
211193,ICP100-20241129-2000P,tradeable,2,4
211194,ENA10000-USD-INDEX,display_only,2,2
211195,ENA10000-USD,non_tradeable,2,4
211196,ENA10000-USD-PERPETUAL,tradeable,2,4
211399,ENA10000-20241025-1000C,tradeable,2,4
211400,ENA10000-20241025-1000P,tradeable,2,4
211401,ENA10000-20241025-1500C,tradeable,2,4
211402,ENA10000-20241025-1500P,tradeable,2,4
211403,ENA10000-20241025-1600C,tradeable,2,4
211404,ENA10000-20241025-1600P,tradeable,2,4
211405,ENA10000-20241025-1800C,tradeable,2,4
211406,ENA10000-20241025-1800P,tradeable,2,4
211407,ENA10000-20241025-2000C,tradeable,2,4
211408,ENA10000-20241025-2000P,tradeable,2,4
211409,ENA10000-20241025-2100C,tradeable,2,4
211410,ENA10000-20241025-2100P,tradeable,2,4
211411,ENA10000-20241025-2200C,tradeable,2,4
211412,ENA10000-20241025-2200P,tradeable,2,4
211413,ENA10000-20241025-2300C,tradeable,2,4
211414,ENA10000-20241025-2300P,tradeable,2,4
211415,ENA10000-20241025-2400C,tradeable,2,4
211416,ENA10000-20241025-2400P,tradeable,2,4
211417,ENA10000-20241025-2500C,tradeable,2,4
211418,ENA10000-20241025-2500P,tradeable,2,4
211419,ENA10000-20241025-2600C,tradeable,2,4
211420,ENA10000-20241025-2600P,tradeable,2,4
211421,ENA10000-20241025-2800C,tradeable,2,4
211422,ENA10000-20241025-2800P,tradeable,2,4
211423,ENA10000-20241025-3000C,tradeable,2,4
211424,ENA10000-20241025-3000P,tradeable,2,4
211425,ENA10000-20241025-3500C,tradeable,2,4
211426,ENA10000-20241025-3500P,tradeable,2,4
211427,ENA10000-20241025-4000C,tradeable,2,4
211428,ENA10000-20241025-4000P,tradeable,2,4
211429,ENA10000-20241025-5000C,tradeable,2,4
211430,ENA10000-20241025-5000P,tradeable,2,4
211431,ENA10000-20241025-6000C,tradeable,2,4
211432,ENA10000-20241025-6000P,tradeable,2,4
211433,ENA10000-20241129-1000C,tradeable,2,4
211434,ENA10000-20241129-1000P,tradeable,2,4
211435,ENA10000-20241129-1500C,tradeable,2,4
211436,ENA10000-20241129-1500P,tradeable,2,4
211437,ENA10000-20241129-1600C,tradeable,2,4
211438,ENA10000-20241129-1600P,tradeable,2,4
211439,ENA10000-20241129-1800C,tradeable,2,4
211440,ENA10000-20241129-1800P,tradeable,2,4
211441,ENA10000-20241129-2000C,tradeable,2,4
211442,ENA10000-20241129-2000P,tradeable,2,4
211443,ENA10000-20241129-2100C,tradeable,2,4
211444,ENA10000-20241129-2100P,tradeable,2,4
211445,ENA10000-20241129-2200C,tradeable,2,4
211446,ENA10000-20241129-2200P,tradeable,2,4
211447,ENA10000-20241129-2300C,tradeable,2,4
211448,ENA10000-20241129-2300P,tradeable,2,4
211449,ENA10000-20241129-2400C,tradeable,2,4
211450,ENA10000-20241129-2400P,tradeable,2,4
211451,ENA10000-20241129-2500C,tradeable,2,4
211452,ENA10000-20241129-2500P,tradeable,2,4
211453,ENA10000-20241129-2600C,tradeable,2,4
211454,ENA10000-20241129-2600P,tradeable,2,4
211455,ENA10000-20241129-2800C,tradeable,2,4
211456,ENA10000-20241129-2800P,tradeable,2,4
211457,ENA10000-20241129-3000C,tradeable,2,4
211458,ENA10000-20241129-3000P,tradeable,2,4
211459,ENA10000-20241129-3500C,tradeable,2,4
211460,ENA10000-20241129-3500P,tradeable,2,4
211461,ENA10000-20241129-4000C,tradeable,2,4
211462,ENA10000-20241129-4000P,tradeable,2,4
211463,ENA10000-20241129-5000C,tradeable,2,4
211464,ENA10000-20241129-5000P,tradeable,2,4
211465,ENA10000-20241129-6000C,tradeable,2,4
211466,ENA10000-20241129-6000P,tradeable,2,4
211467,USDY-USD-INDEX,display_only,4,2
211468,USDY-USD,non_tradeable,4,4
211487,ATOM100-20241129-340C,tradeable,2,4
211488,ATOM100-20241129-340P,tradeable,2,4
211489,ATOM100-20241025-340C,tradeable,2,4
211490,ATOM100-20241025-340P,tradeable,2,4
211493,TRUMP1000-20241025-2600C,tradeable,2,4
211494,TRUMP1000-20241025-2600P,tradeable,2,4
211495,TRUMP1000-20241129-2600C,tradeable,2,4
211496,TRUMP1000-20241129-2600P,tradeable,2,4
211507,FLOKI1000000-20241025-60C,tradeable,2,4
211508,FLOKI1000000-20241025-60P,tradeable,2,4
211509,FLOKI1000000-20241025-115C,tradeable,2,4
211510,FLOKI1000000-20241025-115P,tradeable,2,4
211523,FLOKI1000000-20241129-60C,tradeable,2,4
211524,FLOKI1000000-20241129-60P,tradeable,2,4
211525,FLOKI1000000-20241129-115C,tradeable,2,4
211526,FLOKI1000000-20241129-115P,tradeable,2,4
211535,PENDLE1000-20241025-1500C,tradeable,2,4
211536,PENDLE1000-20241025-1500P,tradeable,2,4
211537,PENDLE1000-20241025-2200C,tradeable,2,4
211538,PENDLE1000-20241025-2200P,tradeable,2,4
211539,PENDLE1000-20241129-1500C,tradeable,2,4
211540,PENDLE1000-20241129-1500P,tradeable,2,4
211541,PENDLE1000-20241129-2200C,tradeable,2,4
211542,PENDLE1000-20241129-2200P,tradeable,2,4
211551,KAMA100000-20241025-650.0C,tradeable,3,4
211552,KAMA100000-20241025-650.0P,tradeable,3,4
211553,KAMA100000-20241129-650.0C,tradeable,3,4
